# R10_sample
k191_104240_1	K02078
k191_404447_2	K02946
k191_457100_1	K07493
k191_508920_1	K17880
k191_92443_1	K08999
k191_300604_1	K02224
k191_352573_1	K07335
k191_300605_1	K02356
k191_143778_2	K05524
k191_352576_1	K02871
k191_92445_1	K00344
k191_248180_2	K03608
k191_508926_1	K01692
k191_300609_2	K05788
k191_300609_2	K03530
k191_300610_1	K01638
k191_39716_1	K00873
k191_352585_1	K01689
k191_143783_1	K10822
k191_300614_1	K17247
k191_457108_1	K02199
k191_39720_1	K00525
k191_404461_1	K00525
k191_457109_1	K03561
k191_143786_1	K13993
k191_352591_2	K00549
k191_248184_1	K02032
k191_196543_1	K00954
k191_92453_1	K03192
k191_508932_1	K01963
k191_508932_2	K02242
k191_92456_1	K02926
k191_39723_1	K02358
k191_248186_1	K01868
k191_300616_3	K01426
k191_404467_1	K07794
k191_300617_2	K11741
k191_248187_1	K24105
k191_404469_1	K07497
k191_143791_1	K10979
k191_300618_1	K06911
k191_92459_1	K13075
k191_508934_1	K05603
k191_248189_1	K02518
k191_39728_2	K02197
k191_404472_1	K03466
k191_39729_2	K07447
k191_508937_1	K07115
k191_457118_1	K09022
k191_143796_1	K02992
k191_300623_1	K02066
k191_92461_2	K01834
k191_143797_1	K05773
k191_196554_2	K07738
k191_404475_1	K03455
k191_196556_1	K03701
k191_248199_1	K03665
k191_300628_1	K03644
k191_196557_1	K07462
k191_248200_2	K00765
k191_457125_1	K00525
k191_352607_1	K06023
k191_92466_1	K03430
k191_39739_1	K01951
k191_196560_2	K22297
k191_352608_1	K00525
k191_300632_2	K10806
k191_248204_1	K03553
k191_92470_1	K03545
k191_143804_2	K03101
k191_404481_1	K07300
k191_39742_2	K03466
k191_404482_1	K21162
k191_196564_1	K02600
k191_39743_1	K00259
k191_143806_1	K19267
k191_300638_1	K02986
k191_457133_1	K07486
k191_196567_2	K07063
k191_143809_1	K02888
k191_404484_2	K02990
k191_352614_1	K01447
k191_196571_2	K00275
k191_143811_1	K03496
k191_508960_1	K24138
k191_196573_1	K02034
k191_300646_1	K20074
k191_300647_1	K00925
k191_248218_1	K03040
k191_143816_1	K02982
k191_457142_1	K01251
k191_457142_2	K00789
k191_39752_2	K18702
k191_143818_1	K03282
k191_508966_1	K00163
k191_457143_1	K03365
k191_92484_1	K19267
k191_300649_1	K07497
k191_300649_1	K07483
k191_248222_1	K09919
k191_300650_1	K06911
k191_248223_1	K06867
k191_508967_1	K02030
k191_143821_1	K22684
k191_196580_1	K02314
k191_92487_1	K00620
k191_508969_1	K00456
k191_248226_1	K02343
k191_196581_1	K00200
k191_404488_1	K02664
k191_300653_1	K01042
k191_39759_1	K03829
k191_196582_1	K07032
k191_300654_2	K05524
k191_39762_1	K02994
k191_404490_2	K01778
k191_248233_1	K02343
k191_457159_1	K03545
k191_404491_2	K02050
k191_457161_1	K02935
k191_404492_2	K10002
k191_404492_2	K02029
k191_300661_1	K09983
k191_248239_2	K02160
k191_457163_1	K00459
k191_404494_1	K03406
k191_457165_1	K09005
k191_248241_1	K01919
k191_508979_1	K07305
k191_404496_1	K00963
k191_39773_1	K01610
k191_196598_1	K03559
k191_196598_2	K03561
k191_508981_1	K09003
k191_352640_1	K18189
k191_39777_1	K15923
k191_92499_1	K09760
k191_352642_1	K05555
k191_248248_1	K04712
k191_248250_1	K07058
k191_143842_1	K00449
k191_404505_1	K02004
k191_508989_1	K04077
k191_300673_1	K01755
k191_248251_2	K03559
k191_196603_1	K10001
k191_196603_2	K10001
k191_196603_2	K02030
k191_143846_1	K00858
k191_352651_1	K01749
k191_300675_1	K03723
k191_457174_1	K06867
k191_404512_1	K01915
k191_39787_2	K07005
k191_39787_2	K00275
k191_39787_3	K01061
k191_248257_1	K07483
k191_300677_1	K02032
k191_404514_2	K03709
k191_404517_1	K03786
k191_39794_1	K01695
k191_300680_1	K07497
k191_92516_1	K12140
k191_248264_1	K03101
k191_92518_2	K03154
k191_509007_1	K00570
k191_457182_2	K02011
k191_39800_1	K03496
k191_404525_1	K03553
k191_248267_1	K01923
k191_457184_2	K03584
k191_143867_1	K02600
k191_92524_1	K03147
k191_196621_2	K01666
k191_509014_1	K06893
k191_248268_2	K01995
k191_248268_2	K10822
k191_300690_1	K21349
k191_509015_1	K01834
k191_457191_1	K03575
k191_404530_1	K01996
k191_404530_1	K10822
k191_404531_1	K10532
k191_457195_1	K00765
k191_196628_2	K04085
k191_143872_1	K03930
k191_457197_1	K00549
k191_143873_1	K07486
k191_509020_1	K00688
k191_248280_1	K01935
k191_248281_1	K03704
k191_143875_1	K02931
k191_509021_2	K03551
k191_457204_1	K00789
k191_300707_1	K11611
k191_196634_1	K02002
k191_248285_1	K08482
k191_404538_1	K06941
k191_39819_1	K00343
k191_352680_2	K07478
k191_352681_1	K09019
k191_196640_1	K00606
k191_143877_1	K02897
k191_143877_2	K01056
k191_352684_1	K06888
k191_196643_1	K03924
k191_352685_1	K01816
k191_300710_3	K08097
k191_300710_4	K00390
k191_248291_1	K12132
k191_457218_1	K06911
k191_352688_1	K01638
k191_39827_1	K01704
k191_196650_1	K03704
k191_509033_1	K03168
k191_248297_1	K09903
k191_352690_2	K02053
k191_300715_1	K03556
k191_39830_2	K00570
k191_404550_1	K07090
k191_352693_1	K02034
k191_352694_1	K00606
k191_509040_1	K02379
k191_352695_1	K06075
k191_92553_1	K06872
k191_509041_1	K07161
k191_352696_1	K01462
k191_39839_1	K01689
k191_92559_1	K09763
k191_509047_1	K07491
k191_196664_1	K01724
k191_509049_1	K07397
k191_143902_1	K02004
k191_39842_2	K07402
k191_300728_1	K01799
k191_196665_1	K01995
k191_196665_1	K10822
k191_404561_1	K21498
k191_352704_1	K03474
k191_457241_2	K07322
k191_457242_1	K07082
k191_404562_1	K02358
k191_92567_1	K07486
k191_196668_1	K22522
k191_352706_1	K11690
k191_509055_1	K04518
k191_300734_1	K22736
k191_300735_1	K01495
k191_509057_1	K01673
k191_39848_1	K22452
k191_457247_1	K21395
k191_143910_1	K03969
k191_404568_1	K02339
k191_39849_2	K03975
k191_404569_1	K03526
k191_300740_1	K07492
k191_92573_1	K06187
k191_404570_2	K11477
k191_196676_1	K07042
k191_509063_1	K00764
k191_457251_2	K00433
k191_92576_2	K03832
k191_509066_1	K07507
k191_39855_1	K06015
k191_352714_2	K06962
k191_404576_1	K01915
k191_196682_1	K07336
k191_248328_2	K08086
k191_143919_1	K00930
k191_509068_2	K03060
k191_457255_2	K00790
k191_352717_1	K02035
k191_404579_1	K01999
k191_248333_1	K02259
k191_196686_1	K03741
k191_300748_1	K00548
k191_92586_1	K00145
k191_196687_1	K03584
k191_457260_1	K06204
k191_143925_1	K02950
k191_457263_1	K00433
k191_196691_1	K00950
k191_39867_1	K11749
k191_248339_1	K23265
k191_404585_2	K04077
k191_509077_1	K03778
k191_300754_1	K07232
k191_39870_1	K00965
k191_196697_1	K04077
k191_39871_1	K04065
k191_196698_2	K22107
k191_404588_1	K00990
k191_143933_1	K00927
k191_352729_1	K01997
k191_404590_1	K00053
k191_248342_2	K17468
k191_143936_1	K00368
k191_300759_1	K07486
k191_509082_1	K02970
k191_196705_1	K01489
k191_92596_1	K07126
k191_248346_1	K08999
k191_143940_1	K18979
k191_457277_1	K03101
k191_509085_1	K03111
k191_92598_1	K07165
k191_248350_1	K03386
k191_92599_1	K00275
k191_509086_1	K06666
k191_457281_1	K03092
k191_196709_2	K02195
k191_404599_2	K02988
k191_143945_1	K08968
k191_196710_1	K07304
k191_457284_1	K03584
k191_404600_1	K00600
k191_404601_1	K04077
k191_352739_1	K03545
k191_352739_2	K01358
k191_404602_1	K04561
k191_143953_1	K17103
k191_457291_1	K00549
k191_248359_1	K00343
k191_39887_1	K16650
k191_352743_1	K04078
k191_248360_1	K02004
k191_39888_1	K01689
k191_457294_1	K01596
k191_509092_2	K15633
k191_92611_1	K00548
k191_404607_1	K02672
k191_404607_2	K02671
k191_300771_2	K03886
k191_248363_1	K12262
k191_196720_1	K03040
k191_92614_1	K02197
k191_39893_1	K05805
k191_92616_1	K02034
k191_300777_1	K21929
k191_404610_1	K17810
k191_248366_1	K04088
k191_39896_1	K04077
k191_509096_2	K02527
k191_352753_2	K02033
k191_92619_1	K21700
k191_248368_1	K03635
k191_248368_2	K03636
k191_509099_1	K01995
k191_509099_1	K10822
k191_248370_1	K02066
k191_92622_1	K19267
k191_143977_1	K06915
k191_300782_1	K00963
k191_196728_2	K07486
k191_196728_3	K07486
k191_39903_1	K03446
k191_509101_1	K00990
k191_509102_1	K01874
k191_143982_1	K00764
k191_457311_1	K01470
k191_457311_2	K02221
k191_92624_1	K12132
k191_92624_1	K11912
k191_300787_1	K01560
k191_404620_1	K01448
k191_92626_1	K07486
k191_143985_1	K05550
k191_39908_1	K01689
k191_352763_1	K07486
k191_248380_1	K06048
k191_457314_1	K04077
k191_404625_1	K02654
k191_457315_1	K02963
k191_509109_1	K06187
k191_196742_1	K05896
k191_457317_1	K07795
k191_248383_3	K03671
k191_300790_1	K01772
k191_39916_1	K01975
k191_143994_1	K00339
k191_143994_2	K00340
k191_457322_1	K04077
k191_143995_1	K07793
k191_300793_2	K07794
k191_352772_1	K07104
k191_457324_1	K02259
k191_39920_2	K04047
k191_248386_2	K03561
k191_300796_2	K02437
k191_404635_1	K00338
k191_457326_1	K03886
k191_143998_1	K09131
k191_143998_2	K12132
k191_143998_2	K11912
k191_248388_1	K00433
k191_248390_1	K00799
k191_457327_2	K01872
k191_39925_1	K00648
k191_92645_1	K08641
k191_404639_1	K09165
k191_404639_2	K06886
k191_509121_1	K00615
k191_352782_1	K07486
k191_39926_1	K02876
k191_248392_2	K02050
k191_457332_2	K01953
k191_352785_1	K07486
k191_352790_1	K03925
k191_352791_1	K03564
k191_39931_2	K00549
k191_457337_1	K07335
k191_39933_1	K11753
k191_300806_1	K02259
k191_352793_1	K07046
k191_457339_1	K07152
k191_509132_1	K07220
k191_248402_1	K02257
k191_196769_1	K10822
k191_352794_1	K07795
k191_404645_1	K04773
k191_404645_2	K02945
k191_248403_2	K08967
k191_39937_1	K03088
k191_457345_1	K02050
k191_196774_1	K18682
k191_39938_1	K00865
k191_39942_1	K02356
k191_248409_1	K22082
k191_300815_1	K22736
k191_248412_1	K07161
k191_457350_1	K02030
k191_404656_1	K01638
k191_457351_1	K02886
k191_404657_2	K01807
k191_39948_1	K01951
k191_300819_1	K03149
k191_39949_1	K11209
k191_39949_1	K00799
k191_196781_1	K06912
k191_457353_1	K03584
k191_404661_1	K03527
k191_352811_1	K07486
k191_196784_1	K21395
k191_92678_1	K03593
k191_248418_1	K03406
k191_457358_1	K03544
k191_39955_1	K02982
k191_92679_1	K01494
k191_92680_2	K02935
k191_144031_2	K15977
k191_144032_1	K11749
k191_248421_1	K02536
k191_196786_2	K21471
k191_300826_1	K09471
k191_509148_1	K03629
k191_248423_1	K01265
k191_404669_1	K00368
k191_509149_1	K02050
k191_144037_1	K02034
k191_144039_1	K00925
k191_92690_1	K03569
k191_509152_1	K03438
k191_457367_1	K02600
k191_92691_1	K00873
k191_457369_1	K01915
k191_39961_2	K00074
k191_509153_2	K07795
k191_144045_1	K00549
k191_92697_1	K02234
k191_39965_2	K02003
k191_300835_1	K01866
k191_509161_1	K08973
k191_248434_2	K00641
k191_352831_1	K12508
k191_39967_1	K01581
k191_509165_1	K07793
k191_196800_1	K02078
k191_404678_2	K06940
k191_352835_1	K03299
k191_92703_1	K03891
k191_196803_1	K09154
k191_144051_1	K02004
k191_457381_1	K03551
k191_457381_2	K03550
k191_352839_1	K02954
k191_352839_2	K02994
k191_509170_1	K07144
k191_509170_2	K01633
k191_39972_1	K01997
k191_457384_1	K03594
k191_352840_1	K02278
k191_404682_2	K19784
k191_509172_1	K21929
k191_196809_1	K07304
k191_196809_2	K07305
k191_39974_1	K07481
k191_352844_1	K02078
k191_300844_1	K00762
k191_196810_1	K02314
k191_196811_1	K03701
k191_457392_1	K07493
k191_509176_1	K00945
k191_300848_1	K22441
k191_457393_1	K03118
k191_92711_1	K02283
k191_39977_1	K02314
k191_404691_1	K04065
k191_144062_1	K02527
k191_352847_1	K02519
k191_352847_2	K02834
k191_248449_1	K22136
k191_509181_2	K03640
k191_92718_1	K03470
k191_144067_1	K03092
k191_196821_1	K07407
k191_300852_1	K02275
k191_196823_1	K09761
k191_39987_1	K03590
k191_404695_1	K01689
k191_92723_1	K00075
k191_144069_1	K01999
k191_144069_2	K08987
k191_352852_1	K14987
k191_404698_1	K01919
k191_509191_1	K04074
k191_92730_1	K00077
k191_196831_2	K01658
k191_196831_2	K01664
k191_39994_2	K07219
k191_457406_1	K02600
k191_352859_1	K03089
k191_300860_1	K02004
k191_509195_1	K02982
k191_404700_1	K23107
k191_300862_1	K02340
k191_92732_1	K03892
k191_509197_1	K21395
k191_39997_1	K07486
k191_92733_1	K04749
k191_248461_1	K15060
k191_404703_1	K15975
k191_352866_2	K13570
k191_300867_1	K18850
k191_92737_1	K00831
k191_352867_1	K00433
k191_457413_1	K20074
k191_144080_1	K03575
k191_352871_1	K02111
k191_509208_2	K07039
k191_457417_1	K00330
k191_92743_2	K13993
k191_404711_1	K02933
k191_300870_2	K16147
k191_248472_1	K03496
k191_40011_1	K02881
k191_40011_2	K02988
k191_300874_1	K01556
k191_144089_1	K03075
k191_196859_1	K04749
k191_352879_2	K06941
k191_92750_1	K00549
k191_144091_1	K02338
k191_40016_1	K01201
k191_248481_1	K09966
k191_248481_2	K07261
k191_300879_1	K02033
k191_144094_1	K02992
k191_509216_2	K06204
k191_300883_2	K02036
k191_92758_1	K00456
k191_300884_2	K03820
k191_40022_1	K21395
k191_196870_2	K04075
k191_404729_1	K01695
k191_352891_2	K02004
k191_248491_1	K01998
k191_352895_1	K01953
k191_352896_1	K01868
k191_40034_1	K07494
k191_196877_1	K02500
k191_144109_1	K02358
k191_248495_1	K05995
k191_457444_1	K05540
k191_40038_1	K02393
k191_144113_1	K01953
k191_92773_1	K00425
k191_196882_1	K07738
k191_144114_1	K01251
k191_92774_2	K07080
k191_196884_1	K01953
k191_196885_1	K00794
k191_92776_1	K01462
k191_509231_1	K07005
k191_248498_1	K08281
k191_352903_3	K01996
k191_352903_3	K10822
k191_248501_2	K06996
k191_457456_1	K02423
k191_509236_1	K01996
k191_509236_1	K10822
k191_300909_1	K03118
k191_144124_1	K01990
k191_248503_1	K01283
k191_404745_1	K01673
k191_144126_1	K01972
k191_196890_1	K07025
k191_92784_2	K01619
k191_457462_1	K01704
k191_40051_1	K01007
k191_144128_2	K00782
k191_300915_2	K02911
k191_509243_1	K01626
k191_457464_1	K01561
k191_92791_1	K07126
k191_509245_1	K13288
k191_144131_1	K00927
k191_404749_1	K01916
k191_457469_1	K08970
k191_404750_1	K03531
k191_509246_1	K07486
k191_40058_1	K10947
k191_92793_1	K01712
k191_300922_1	K09767
k191_144134_1	K01595
k191_300923_1	K04750
k191_40060_1	K00163
k191_509250_1	K01061
k191_40061_1	K01972
k191_509251_1	K07393
k191_352914_1	K08082
k191_404753_1	K22310
k191_300924_1	K07259
k191_196900_2	K05826
k191_404754_1	K00748
k191_300925_1	K01638
k191_40062_2	K13571
k191_196901_1	K02967
k191_144138_1	K01638
k191_92799_1	K11212
k191_248515_1	K06985
k191_196904_1	K01676
k191_144140_1	K00763
k191_457480_1	K07646
k191_457481_1	K00859
k191_92805_1	K02527
k191_509259_1	K20074
k191_300929_1	K21147
k191_300929_1	K21029
k191_404758_1	K07795
k191_457484_1	K07486
k191_352920_1	K00790
k191_352920_2	K02503
k191_40071_1	K00568
k191_248519_1	K00240
k191_457485_1	K01462
k191_509265_1	K01356
k191_457486_1	K03586
k191_300932_1	K04078
k191_300932_2	K04077
k191_196908_1	K00064
k191_509266_1	K00789
k191_40072_1	K03569
k191_300935_1	K00925
k191_196909_1	K06213
k191_352924_1	K01755
k191_300936_1	K03424
k191_144148_1	K10947
k191_40074_1	K02609
k191_92812_1	K07264
k191_404760_1	K02034
k191_404760_2	K02033
k191_92814_1	K01406
k191_248524_1	K02067
k191_404761_1	K02045
k191_404761_1	K10822
k191_92815_1	K01953
k191_352928_1	K01768
k191_300943_1	K02860
k191_92819_1	K02959
k191_92819_2	K02860
k191_196914_1	K03210
k191_509271_1	K20523
k191_92821_2	K07482
k191_457498_1	K04485
k191_352932_2	K08973
k191_196918_1	K02259
k191_144159_1	K00962
k191_352933_1	K01937
k191_248532_2	K02871
k191_457501_1	K00075
k191_92827_1	K14058
k191_509274_2	K01887
k191_92828_1	K07482
k191_300955_1	K06941
k191_404773_1	K07390
k191_509277_1	K04066
k191_40092_1	K07482
k191_196926_1	K02527
k191_92832_1	K00606
k191_509279_1	K07736
k191_457508_1	K01937
k191_352937_1	K03797
k191_196929_1	K00942
k191_40098_1	K06997
k191_509281_1	K01875
k191_457509_2	K00767
k191_196933_1	K07486
k191_92837_1	K00798
k191_248535_1	K01940
k191_248535_2	K00611
k191_248535_3	K00821
k191_248535_4	K00930
k191_92839_1	K00986
k191_144172_1	K00426
k191_457513_1	K00208
k191_509289_1	K00799
k191_248538_1	K00526
k191_300965_2	K02025
k191_457516_1	K03631
k191_196938_1	K02906
k191_196940_1	K07481
k191_92846_1	K01251
k191_144179_1	K01972
k191_40113_1	K02948
k191_404795_1	K01939
k191_92851_1	K00688
k191_300974_1	K01129
k191_352956_1	K03413
k191_404798_1	K03972
k191_40119_1	K00540
k191_196948_1	K04077
k191_248549_1	K03527
k191_92855_1	K24163
k191_248551_1	K22736
k191_509305_2	K01719
k191_144190_1	K03040
k191_352962_1	K18622
k191_40123_1	K00925
k191_248552_1	K02884
k191_92858_1	K00857
k191_300983_1	K00549
k191_352963_1	K00525
k191_196954_1	K07795
k191_248553_2	K02281
k191_40126_1	K08307
k191_196957_1	K00053
k191_144193_1	K01915
k191_509310_1	K02600
k191_92863_1	K21014
k191_196961_1	K07156
k191_457537_2	K02931
k191_92864_1	K04077
k191_40133_1	K03073
k191_92867_2	K02520
k191_144201_1	K00075
k191_457540_2	K01997
k191_40137_1	K01626
k191_144206_1	K00946
k191_196969_1	K02356
k191_144209_1	K00507
k191_196973_1	K06152
k191_404815_1	K02283
k191_144211_1	K00053
k191_457549_1	K03665
k191_196976_2	K06953
k191_457552_1	K07486
k191_144214_1	K02340
k191_40148_1	K03544
k191_457553_1	K00986
k191_92885_1	K02510
k191_352984_1	K04028
k191_509330_1	K13075
k191_301010_1	K02004
k191_248576_1	K03040
k191_352987_1	K00615
k191_404826_1	K07402
k191_196981_1	K19701
k191_92893_1	K03781
k191_248579_1	K02867
k191_404828_1	K01711
k191_457562_1	K00033
k191_40156_2	K02034
k191_144227_1	K01358
k191_248583_1	K06915
k191_404831_1	K02004
k191_196989_1	K07161
k191_196990_1	K20523
k191_196991_1	K00425
k191_144229_1	K02968
k191_301022_1	K07793
k191_404834_1	K03553
k191_40163_1	K06915
k191_196997_1	K08304
k191_196998_1	K06187
k191_301024_1	K02948
k191_248589_1	K01869
k191_353000_1	K09022
k191_40169_1	K18997
k191_509339_1	K03705
k191_509339_2	K03687
k191_144238_1	K01265
k191_457576_1	K01638
k191_197004_1	K02065
k191_197004_1	K10822
k191_197004_2	K02066
k191_353005_1	K00940
k191_353006_1	K01778
k191_509346_1	K00925
k191_40174_1	K03168
k191_301032_1	K00817
k191_301032_2	K04517
k191_301032_3	K00945
k191_40175_1	K19158
k191_92913_1	K00891
k191_197007_1	K07478
k191_301034_1	K02986
k191_509347_1	K01902
k191_92914_1	K00615
k191_404844_1	K03559
k191_301036_1	K01736
k191_92915_1	K03088
k191_197009_1	K00688
k191_301037_1	K03560
k191_301037_1	K03559
k191_509350_2	K05794
k191_404849_1	K02460
k191_248604_1	K07104
k191_144249_1	K01845
k191_197013_1	K00748
k191_144251_2	K03073
k191_457589_1	K01638
k191_40188_1	K01061
k191_301047_1	K03301
k191_509357_1	K07795
k191_144256_2	K03767
k191_144256_2	K03768
k191_509358_1	K07407
k191_144257_1	K03704
k191_92928_1	K01730
k191_248611_1	K03799
k191_457593_2	K06923
k191_40193_1	K02033
k191_404858_1	K21929
k191_404858_2	K03638
k191_404859_1	K14060
k191_353026_1	K16047
k191_144262_1	K02338
k191_404860_1	K02034
k191_144263_1	K06442
k191_353027_1	K08321
k191_301053_1	K07714
k191_301053_1	K02481
k191_301053_1	K07713
k191_301053_1	K13599
k191_144265_1	K07497
k191_404864_1	K22452
k191_509365_1	K01596
k191_301054_1	K10979
k191_353029_1	K01768
k191_248617_2	K03586
k191_353030_1	K02410
k191_197028_1	K03559
k191_301055_1	K10674
k191_92936_2	K02926
k191_301056_2	K02034
k191_457600_1	K03644
k191_404869_1	K02258
k191_197032_1	K01698
k191_404871_1	K00240
k191_144271_1	K12574
k191_404872_1	K02259
k191_457605_1	K01881
k191_301058_1	K03786
k191_301058_2	K02160
k191_144274_1	K01937
k191_457607_1	K03525
k191_457608_1	K17763
k191_92942_2	K00525
k191_197041_1	K08223
k191_457609_1	K00075
k191_40213_1	K03574
k191_92943_2	K07795
k191_248631_1	K02904
k191_248631_2	K02961
k191_248631_3	K02874
k191_248631_4	K02895
k191_353041_1	K07300
k191_404877_1	K00764
k191_509379_2	K06204
k191_144276_2	K07481
k191_144276_3	K07492
k191_301067_1	K01507
k191_248636_1	K13075
k191_197047_1	K03562
k191_197047_1	K03561
k191_301069_1	K01626
k191_353048_1	K02358
k191_248639_1	K10822
k191_144281_1	K02838
k191_353050_1	K03101
k191_353051_1	K09927
